,name,loaning_club,player_value_in_moment_of_transfer,league,year,market_value_in_eur
62,Ryan Giles,Coventry City,-,GB3,2019,6000000.0
63,Ryan Giles,Shrewsbury Town,-,GB3,2019,6000000.0
64,Oliver Burke,FC Millwall,3000000,GB2,2022,3000000.0
65,Oliver Burke,FC Millwall,5000000,GB2,2021,3000000.0
66,Bersant Celina,Stoke City,3000000,GB2,2022,3000000.0
67,Bersant Celina,Ipswich Town,3000000,GB3,2021,3000000.0
68,Aaron Ramsey,FC Middlesbrough,3000000,GB2,2022,3000000.0
69,Aaron Ramsey,FC Middlesbrough,3000000,GB2,2022,3000000.0
70,Aaron Ramsey,Norwich City,1000000,GB2,2022,3000000.0
71,Aaron Ramsey,Norwich City,1000000,GB2,2022,3000000.0
72,Aaron Ramsey,Cheltenham Town,1000000,GB3,2021,3000000.0
73,Aaron Ramsey,Cheltenham Town,1000000,GB3,2021,3000000.0
74,Jamie Shackleton,FC Millwall,2000000,GB2,2022,2500000.0
75,Jonathan Panzo,Coventry City,2000000,GB2,2022,3000000.0
76,Tommy Doyle,Sheffield United,2000000,GB2,2022,4000000.0
77,Tommy Doyle,Cardiff City,1000000,GB2,2021,4000000.0
78,Tim Iroegbunam,Queens Park Rangers,2000000,GB2,2022,3000000.0
79,Sory Kaba,Cardiff City,2000000,GB2,2022,2500000.0
80,Keinan Davis,FC Watford,2000000,GB2,2022,3000000.0
81,Keinan Davis,Nottingham Forest,3000000,GB2,2021,3000000.0
82,Niels Nkounkou,Cardiff City,2000000,GB2,2022,2500000.0
83,Abdul-Rahman Baba,FC Reading,2000000,GB2,2022,1800000.0
84,Abdul-Rahman Baba,FC Reading,2000000,GB2,2021,1800000.0
85,Tariqe Fosu,Stoke City,2000000,GB2,2022,2000000.0
86,Tariqe Fosu,Rotherham United,2000000,GB2,2022,2000000.0
87,Ian Poveda,FC Blackpool,2000000,GB2,2022,1000000.0
88,Ian Poveda,Blackburn Rovers,1000000,GB2,2021,1000000.0
89,Álvaro Fernandez,Preston North End,2000000,GB2,2022,2500000.0
90,Marc Albrighton,West Bromwich Albion,2000000,GB2,2022,2000000.0
91,Matija Sarkic,Stoke City,2000000,GB2,2022,2000000.0
92,Matija Sarkic,Birmingham City,100000,GB2,2021,2000000.0
93,Matija Sarkic,Shrewsbury Town,100000,GB3,2020,2000000.0
94,Charlie Patino,FC Blackpool,2000000,GB2,2022,3500000.0
95,Will Smallbone,Stoke City,2000000,GB2,2022,2200000.0
96,Karl Darlow,Hull City,1000000,GB2,2022,1800000.0
97,Nathan Tella,FC Burnley,1000000,GB2,2022,4500000.0
98,Domingos Quina,Rotherham United,1000000,GB2,2022,1800000.0
99,Domingos Quina,FC Fulham,3000000,GB2,2021,1800000.0
100,Domingos Quina,FC Barnsley,2000000,GB2,2021,1800000.0
101,Ciaran Clark,Sheffield United,1000000,GB2,2022,700000.0
102,Przemyslaw Placheta,Birmingham City,1000000,GB2,2022,2000000.0
103,Danel Sinani,Wigan Athletic,1000000,GB2,2022,1500000.0
104,Danel Sinani,Huddersfield Town,550000,GB2,2021,1500000.0
105,Gavin Kilkenny,Stoke City,1000000,GB2,2022,700000.0
106,Gavin Kilkenny,Charlton Athletic,700000,GB3,2022,700000.0
107,Ashley Fletcher,Wigan Athletic,1000000,GB2,2022,1000000.0
108,Anthony Knockaert,Huddersfield Town,1000000,GB2,2022,1200000.0
109,Anthony Knockaert,Nottingham Forest,5000000,GB2,2020,1200000.0
110,Grant Hall,Rotherham United,1000000,GB2,2022,900000.0
111,Clinton Mola,Blackburn Rovers,1000000,GB2,2022,800000.0
112,Cesare Casadei,FC Reading,1000000,GB2,2022,1000000.0
113,Theo Corbeanu,FC Blackpool,1000000,GB2,2022,1500000.0
114,Theo Corbeanu,Milton Keynes Dons,1000000,GB3,2021,1500000.0
115,Theo Corbeanu,Sheffield Wednesday,500000,GB3,2021,1500000.0
116,Dujon Sterling,Stoke City,1000000,GB2,2022,800000.0
117,Dujon Sterling,FC Blackpool,900000,GB2,2021,800000.0
118,Dujon Sterling,Wigan Athletic,-,GB2,2019,800000.0
119,Dujon Sterling,Coventry City,-,GB3,2018,800000.0
120,Conor Coventry,Rotherham United,1000000,GB2,2022,1000000.0
121,Conor Coventry,Peterborough United,200000,GB2,2021,1000000.0
122,Conor Coventry,Milton Keynes Dons,300000,GB3,2021,1000000.0
123,Conor Coventry,Lincoln City,-,GB3,2019,1000000.0
124,Reda Khadra,Birmingham City,1000000,GB2,2022,1000000.0
125,Reda Khadra,Sheffield United,1000000,GB2,2022,1000000.0
126,Reda Khadra,Blackburn Rovers,150000,GB2,2021,1000000.0
127,Josh Wilson-Esbrand,Coventry City,1000000,GB2,2022,1000000.0
128,Luke Cundle,Swansea City,800000,GB2,2022,1000000.0
129,Miguel Azeez,Wigan Athletic,800000,GB2,2022,800000.0
130,Miguel Azeez,FC Portsmouth,500000,GB3,2021,800000.0
131,George Hirst,Blackburn Rovers,800000,GB2,2022,800000.0
132,George Hirst,Ipswich Town,800000,GB3,2022,800000.0
133,George Hirst,FC Portsmouth,800000,GB3,2021,800000.0
134,George Hirst,Rotherham United,450000,GB2,2020,800000.0
135,Cédric Kipré,Cardiff City,800000,GB2,2022,1500000.0
136,Ethan Horvath,Luton Town,800000,GB2,2022,1000000.0
137,Leo Fuhr Hjelde,Rotherham United,800000,GB2,2022,800000.0
138,Omar Rekik,Wigan Athletic,800000,GB2,2022,800000.0
139,Charlie Goode,FC Blackpool,800000,GB2,2022,800000.0
140,Charlie Goode,Sheffield United,1000000,GB2,2021,800000.0
141,Charlie Goode,Northampton Town,100000,GB4,2018,800000.0
142,Ellis Simms,AFC Sunderland,600000,GB2,2022,1200000.0
143,Ellis Simms,FC Blackpool,-,GB3,2020,1200000.0
144,Luke Mbete,Huddersfield Town,600000,GB2,2022,2000000.0
145,Luke Mbete,Bolton Wanderers,2000000,GB3,2022,2000000.0
146,Dion Sanderson,Birmingham City,600000,GB2,2022,3000000.0
147,Dion Sanderson,Queens Park Rangers,300000,GB2,2021,3000000.0
148,Dion Sanderson,Birmingham City,150000,GB2,2021,3000000.0
149,Dion Sanderson,AFC Sunderland,150000,GB3,2020,3000000.0
150,Dion Sanderson,Cardiff City,-,GB2,2019,3000000.0
151,Nathan Broadhead,Wigan Athletic,500000,GB2,2022,500000.0
152,Nathan Broadhead,AFC Sunderland,500000,GB3,2021,500000.0
153,Nathan Broadhead,Burton Albion,-,GB3,2019,500000.0
154,Joseph Hungbo,Huddersfield Town,450000,GB2,2022,450000.0
155,Taylor Richards,Queens Park Rangers,400000,GB2,2022,400000.0
156,Taylor Richards,Birmingham City,400000,GB2,2021,400000.0
157,Taylor Richards,Doncaster Rovers,-,GB3,2020,400000.0
158,Harvey Vale,Hull City,400000,GB2,2022,2000000.0
159,Fin Stevens,Swansea City,400000,GB2,2022,400000.0
160,Matthew Lowton,Huddersfield Town,400000,GB2,2022,400000.0
161,Harry Clarke,Stoke City,350000,GB2,2022,600000.0
162,Harry Clarke,Oldham Athletic,-,GB4,2020,600000.0
163,Matthew Sorinola,Swansea City,350000,GB2,2022,800000.0
164,Kaine Kesler-Hayden,Huddersfield Town,300000,GB2,2022,1500000.0
165,Kaine Kesler-Hayden,Milton Keynes Dons,250000,GB3,2021,1500000.0
166,Kaine Kesler-Hayden,Swindon Town,250000,GB4,2021,1500000.0
167,Xavier Simons,Hull City,300000,GB2,2022,500000.0
168,Martyn Waghorn,Huddersfield Town,300000,GB2,2022,300000.0
169,Emmanuel Longelo,Birmingham City,150000,GB2,2022,800000.0
170,Salah-Eddine Oulad M'Hand,Hull City,-,GB2,2022,800000.0
171,Tayo Adaramola,Coventry City,-,GB2,2022,1500000.0
172,Armstrong Oko-Flex,Swansea City,-,GB2,2022,500000.0
173,Shola Shoretire,Bolton Wanderers,4000000,GB3,2022,4000000.0
174,Di'Shon Bernard,FC Portsmouth,3000000,GB3,2022,3500000.0
175,Di'Shon Bernard,Hull City,1000000,GB2,2021,3500000.0
176,Di'Shon Bernard,Salford City,1000000,GB4,2020,3500000.0
177,Tom Edwards,FC Barnsley,2000000,GB3,2022,2000000.0
178,Tom Edwards,Fleetwood Town,1000000,GB3,2020,2000000.0
179,Steven Sessegnon,Charlton Athletic,1000000,GB3,2022,700000.0
180,Steven Sessegnon,Plymouth Argyle,1000000,GB3,2021,700000.0
181,Steven Sessegnon,Bristol City,2000000,GB2,2020,700000.0
182,Dan N'Lundulu,Cheltenham Town,1000000,GB3,2022,1200000.0
183,Dan N'Lundulu,Bolton Wanderers,1000000,GB3,2022,1200000.0
184,Dan N'Lundulu,Lincoln City,1000000,GB3,2021,1200000.0
185,Dan N'Lundulu,Cheltenham Town,1000000,GB3,2021,1200000.0
186,Myles Peart-Harris,Forest Green Rovers,1000000,GB3,2022,1000000.0
187,Dynel Simeu,FC Morecambe,1000000,GB3,2022,1000000.0
188,Dynel Simeu,Tranmere Rovers,1000000,GB4,2022,1000000.0
189,Dynel Simeu,Carlisle United,1000000,GB4,2021,1000000.0
190,Lewis Bate,Oxford United,1000000,GB3,2022,1000000.0
191,Louie Barry,Milton Keynes Dons,1000000,GB3,2022,1000000.0
192,Louie Barry,Salford City,1000000,GB4,2022,1000000.0
193,Louie Barry,Ipswich Town,1000000,GB3,2021,1000000.0
194,Louie Barry,Swindon Town,1000000,GB4,2021,1000000.0
195,Conor Bradley,Bolton Wanderers,1000000,GB3,2022,1000000.0
196,Sam Cosgrove,Plymouth Argyle,1000000,GB3,2022,1000000.0
197,Sam Cosgrove,Shrewsbury Town,1000000,GB3,2021,1000000.0
198,Sam Cosgrove,AFC Wimbledon,1000000,GB3,2021,1000000.0
199,Tashan Oakley-Boothe,Lincoln City,900000,GB3,2022,450000.0
200,Taylor Moore,Shrewsbury Town,800000,GB3,2022,600000.0
201,Taylor Moore,FC Blackpool,1000000,GB3,2019,600000.0
202,Taylor Moore,Southend United,500000,GB3,2018,600000.0
203,Henry Lawrence,Milton Keynes Dons,800000,GB3,2022,800000.0
204,Henry Lawrence,AFC Wimbledon,-,GB3,2021,800000.0
205,Tyreece John-Jules,Ipswich Town,800000,GB3,2022,800000.0
206,Tyreece John-Jules,FC Blackpool,-,GB2,2021,800000.0
207,Tyreece John-Jules,Sheffield Wednesday,700000,GB3,2021,800000.0
208,Tyreece John-Jules,Doncaster Rovers,-,GB3,2020,800000.0
209,Tyreece John-Jules,Lincoln City,-,GB3,2019,800000.0
210,Rekeem Harper,Exeter City,800000,GB3,2022,800000.0
211,Rekeem Harper,Crewe Alexandra,2000000,GB3,2021,800000.0
212,Rekeem Harper,Birmingham City,2000000,GB2,2020,800000.0
213,Josh Martin,FC Barnsley,800000,GB3,2022,800000.0
214,Josh Martin,Milton Keynes Dons,1000000,GB3,2021,800000.0
215,Josh Martin,Doncaster Rovers,1000000,GB3,2021,800000.0
216,Slobodan Tedic,FC Barnsley,750000,GB3,2022,750000.0
217,Alex Mighten,Sheffield Wednesday,600000,GB3,2022,600000.0
218,Luke Plange,Lincoln City,600000,GB3,2022,600000.0
219,Luke Plange,Derby County,-,GB2,2021,600000.0
220,Harvey White,Derby County,600000,GB3,2022,600000.0
221,Harvey White,FC Portsmouth,-,GB3,2020,600000.0
222,Reece James,Sheffield Wednesday,600000,GB3,2022,600000.0
223,Reece James,Sheffield Wednesday,600000,GB3,2022,70000000.0
224,Reece James,Wigan Athletic,-,GB2,2018,600000.0
225,Reece James,Wigan Athletic,-,GB2,2018,70000000.0
226,Charlie Savage,Forest Green Rovers,600000,GB3,2022,600000.0
227,Jesurun Rak-Sakyi,Charlton Athletic,500000,GB3,2022,500000.0
228,Liam McCarron,Port Vale FC,500000,GB3,2022,500000.0
229,Haydon Roberts,Derby County,500000,GB3,2022,500000.0
230,Haydon Roberts,AFC Rochdale,-,GB3,2020,500000.0
231,Lewis Gibson,Bristol Rovers,500000,GB3,2022,500000.0
232,Lewis Gibson,Sheffield Wednesday,500000,GB3,2021,500000.0
233,Lewis Gibson,FC Reading,-,GB2,2020,500000.0
234,Lewis Gibson,Fleetwood Town,-,GB3,2019,500000.0
235,Chem Campbell,Wycombe Wanderers,500000,GB3,2022,500000.0
236,Luke Southwood,Cheltenham Town,500000,GB3,2022,500000.0
237,Tyler Onyango,Forest Green Rovers,450000,GB3,2022,450000.0
238,Tyler Onyango,Burton Albion,200000,GB3,2022,450000.0
239,Owen Beck,Bolton Wanderers,400000,GB3,2022,400000.0
240,Bali Mumba,Plymouth Argyle,400000,GB3,2022,400000.0
241,Bali Mumba,Peterborough United,500000,GB2,2021,400000.0
242,Todd Kane,Charlton Athletic,400000,GB3,2022,400000.0
243,Todd Kane,Hull City,1000000,GB2,2018,400000.0
244,Julien Da Costa,Shrewsbury Town,300000,GB3,2022,300000.0
245,Liam Shaw,FC Morecambe,300000,GB3,2022,300000.0
246,Lewis Dobbin,Derby County,300000,GB3,2022,300000.0
247,Mipo Odubeko,Port Vale FC,300000,GB3,2022,300000.0
248,Mipo Odubeko,Huddersfield Town,250000,GB2,2021,300000.0
249,Mipo Odubeko,Doncaster Rovers,300000,GB3,2021,300000.0
250,Nigel Lonwijk,Plymouth Argyle,300000,GB3,2022,300000.0
251,Matt Macey,FC Portsmouth,300000,GB3,2022,300000.0
252,Matt Macey,Plymouth Argyle,500000,GB3,2018,300000.0
253,Lamare Bogarde,Bristol Rovers,300000,GB3,2022,300000.0
254,Jamie Cumming,Milton Keynes Dons,300000,GB3,2022,900000.0
255,Jamie Cumming,Milton Keynes Dons,300000,GB3,2021,900000.0
256,Jamie Cumming,FC Gillingham,300000,GB3,2021,900000.0
257,Jamie Cumming,FC Stevenage,450000,GB4,2020,900000.0
258,Conor McGrandles,Cambridge United,300000,GB3,2022,300000.0
259,Ellery Balcombe,Bristol Rovers,300000,GB3,2022,300000.0
260,Ellery Balcombe,Crawley Town,300000,GB4,2022,300000.0
261,Ellery Balcombe,Burton Albion,300000,GB3,2021,300000.0
262,Ellery Balcombe,Doncaster Rovers,300000,GB3,2020,300000.0
263,Oliver Casey,Forest Green Rovers,250000,GB3,2022,250000.0
264,Caleb Taylor,Cheltenham Town,250000,GB3,2022,250000.0
265,Caleb Watts,FC Morecambe,250000,GB3,2022,250000.0
266,Caleb Watts,Crawley Town,250000,GB4,2021,250000.0
267,Dane Scarlett,FC Portsmouth,250000,GB3,2022,2000000.0
268,Sylvester Jasper,Bristol Rovers,250000,GB3,2022,250000.0
269,Sylvester Jasper,Colchester United,250000,GB4,2021,250000.0
270,Christian Marques,Forest Green Rovers,200000,GB3,2022,200000.0
271,Luke McGee,Derby County,200000,GB3,2022,200000.0
272,Luke McGee,Bradford City,100000,GB4,2019,200000.0
273,Viljami Sinisalo,Burton Albion,200000,GB3,2022,200000.0
274,Jakub Stolarczyk,Fleetwood Town,200000,GB3,2022,200000.0
275,Jakub Stolarczyk,Hartlepool United,200000,GB4,2022,200000.0
276,Paris Maghoma,Milton Keynes Dons,200000,GB3,2022,200000.0
277,Paris Maghoma,AFC Wimbledon,200000,GB4,2022,200000.0
278,Will Norris,Peterborough United,200000,GB3,2022,200000.0
279,Will Norris,Ipswich Town,250000,GB3,2019,200000.0
280,Bobby Thomas,Bristol Rovers,150000,GB3,2022,150000.0
281,Bobby Thomas,FC Barnsley,150000,GB3,2022,150000.0
282,Bobby Thomas,AFC Barrow,200000,GB4,2020,150000.0
283,Jensen Weir,FC Morecambe,150000,GB3,2022,350000.0
284,Jensen Weir,Cambridge United,150000,GB3,2021,350000.0
285,Kgaogelo Chauke,Exeter City,150000,GB3,2022,250000.0
286,Harry Boyes,Lincoln City,100000,GB3,2022,100000.0
287,Harry Boyes,Forest Green Rovers,-,GB3,2022,100000.0
288,Thierry Small,Port Vale FC,100000,GB3,2022,1000000.0
289,Joseph Anang,Derby County,100000,GB3,2022,100000.0
290,Joseph Anang,FC Stevenage,-,GB4,2021,100000.0
291,Harry Smith,Exeter City,50000,GB3,2022,50000.0
292,Christian Saydee,Shrewsbury Town,50000,GB3,2022,50000.0
293,Christian Saydee,Burton Albion,50000,GB3,2021,50000.0
294,Lukas Jensen,Accrington Stanley,50000,GB3,2022,200000.0
295,Lukas Jensen,Carlisle United,25000,GB4,2021,200000.0
296,Lukas Jensen,Bolton Wanderers,25000,GB4,2020,200000.0
298,Lucas Bergström,Peterborough United,-,GB3,2022,250000.0
299,Daniel Oyegoke,Milton Keynes Dons,-,GB3,2022,500000.0
302,Ryan Astley,Accrington Stanley,-,GB3,2022,600000.0
304,Taylor Perry,Cheltenham Town,-,GB3,2022,300000.0
305,Taylor Perry,Cheltenham Town,-,GB3,2021,300000.0
314,Matty Longstaff,Colchester United,1000000,GB4,2022,1800000.0
315,Matty Longstaff,Mansfield Town,2000000,GB4,2021,1800000.0
316,Arthur Okonkwo,Crewe Alexandra,1000000,GB4,2022,1500000.0
317,Ethan Galbraith,Salford City,800000,GB4,2022,800000.0
318,Ethan Galbraith,Doncaster Rovers,900000,GB3,2021,800000.0
319,Ryan Schofield,Crawley Town,500000,GB4,2022,500000.0
320,Ryan Schofield,Notts County,100000,GB4,2018,500000.0
321,Adam Lewis,Newport County,500000,GB4,2022,500000.0
322,Adam Lewis,Plymouth Argyle,500000,GB3,2020,500000.0
323,Daryl Horgan,FC Stevenage,450000,GB4,2022,450000.0
324,D'Mani Mellor,AFC Rochdale,450000,GB4,2022,450000.0
325,D'Mani Mellor,Salford City,-,GB4,2021,450000.0
326,Dean Campbell,FC Stevenage,425000,GB4,2022,425000.0
327,Jamie McCart,Leyton Orient,400000,GB4,2022,400000.0
328,Logan Chalmers,Tranmere Rovers,375000,GB4,2022,375000.0
329,Josh Eppiah,Northampton Town,350000,GB4,2022,350000.0
330,Josh Eppiah,Northampton Town,350000,GB4,2021,350000.0
331,Teddy Jenks,Crawley Town,325000,GB4,2022,325000.0
332,Jack Hamilton,Hartlepool United,325000,GB4,2022,325000.0
333,Jack Hamilton,Hartlepool United,325000,GB4,2022,300000.0
334,Marc Leonard,Northampton Town,300000,GB4,2022,300000.0
335,Dan Kemp,Hartlepool United,300000,GB4,2022,300000.0
336,Dan Kemp,FC Blackpool,-,GB3,2020,300000.0
337,Dan Kemp,FC Stevenage,-,GB4,2019,300000.0
338,Kasey McAteer,AFC Wimbledon,300000,GB4,2022,300000.0
339,Kasey McAteer,Forest Green Rovers,300000,GB4,2021,300000.0
340,Max Woltman,Doncaster Rovers,300000,GB4,2022,300000.0
341,Danny Johnson,FC Walsall,300000,GB4,2022,300000.0
342,Dara Costelloe,Bradford City,300000,GB4,2022,300000.0
343,Ashley Maynard-Brewer,FC Gillingham,300000,GB4,2022,300000.0
344,Conor Masterson,FC Gillingham,300000,GB4,2022,300000.0
345,Conor Masterson,Cambridge United,300000,GB3,2021,300000.0
346,Conor Masterson,FC Gillingham,300000,GB3,2021,300000.0
347,Conor Masterson,Swindon Town,300000,GB3,2020,300000.0
348,Regan Hendry,Tranmere Rovers,300000,GB4,2022,300000.0
349,Kieran Sadlier,Leyton Orient,300000,GB4,2022,300000.0
350,Matty Daly,Harrogate Town,250000,GB4,2022,250000.0
351,Matty Daly,Hartlepool United,250000,GB4,2021,250000.0
352,Matty Daly,Bradford City,250000,GB4,2021,250000.0
353,Charlie Lakin,Doncaster Rovers,250000,GB4,2022,250000.0
354,Charlie Lakin,FC Stevenage,100000,GB4,2019,250000.0
355,Dion Pereira,Bradford City,250000,GB4,2022,250000.0
356,Dion Pereira,Bradford City,300000,GB4,2021,250000.0
357,Daniel Adshead,AFC Rochdale,250000,GB4,2022,250000.0
358,Daniel Adshead,FC Gillingham,200000,GB3,2021,250000.0
359,Dan Chesters,Colchester United,250000,GB4,2022,250000.0
360,Scott Banks,Bradford City,250000,GB4,2022,250000.0
361,Josh Reid,FC Stevenage,250000,GB4,2022,250000.0
362,Kazeem Olaigbe,Harrogate Town,225000,GB4,2022,225000.0
363,Caleb Chukwuemeka,Crawley Town,200000,GB4,2022,200000.0
364,Lewis Richardson,Grimsby Town,200000,GB4,2022,200000.0
365,Aaron Rowe,Stockport County,200000,GB4,2022,200000.0
366,Ed Turns,Leyton Orient,200000,GB4,2022,200000.0
367,Rayhaan Tulloch,AFC Rochdale,200000,GB4,2022,200000.0
368,Rayhaan Tulloch,Doncaster Rovers,-,GB3,2020,200000.0
369,Kwesi Appiah,Colchester United,200000,GB4,2022,200000.0
370,Jonathan Tomkinson,FC Stevenage,150000,GB4,2022,150000.0
371,Hayden Lindley,Newport County,150000,GB4,2022,150000.0
372,Jack Jenkins,Salford City,150000,GB4,2022,150000.0
373,Femi Seriki,AFC Rochdale,150000,GB4,2022,150000.0
374,Ryan Finnigan,Crewe Alexandra,150000,GB4,2022,150000.0
375,Jack Spong,Crawley Town,150000,GB4,2022,150000.0
376,Tolaji Bola,Bradford City,150000,GB4,2022,150000.0
377,Tolaji Bola,AFC Rochdale,-,GB3,2020,150000.0
378,Jake Eastwood,AFC Rochdale,100000,GB4,2022,100000.0
379,Jake Eastwood,FC Portsmouth,100000,GB3,2021,100000.0
380,Jake Eastwood,Grimsby Town,100000,GB4,2020,100000.0
381,Jake Eastwood,Scunthorpe United,100000,GB4,2019,100000.0
382,Yann Songo'o,FC Walsall,100000,GB4,2022,100000.0
383,Thomas Dickson-Peters,Grimsby Town,100000,GB4,2022,100000.0
384,Thomas Dickson-Peters,FC Gillingham,100000,GB3,2021,100000.0
385,James Brown,Doncaster Rovers,100000,GB4,2022,325000.0
386,James Brown,Stockport County,100000,GB4,2022,325000.0
387,James Brown,Lincoln City,150000,GB4,2018,325000.0
388,Khanya Leshabela,Crewe Alexandra,100000,GB4,2022,100000.0
389,Khanya Leshabela,Shrewsbury Town,100000,GB3,2021,100000.0
390,Vitezslav Jaros,Stockport County,100000,GB4,2022,100000.0
391,Stephen Duke-McKenna,Leyton Orient,50000,GB4,2022,50000.0
402,Jack Robinson,Carlisle United,-,GB4,2022,700000.0
408,Todd Cantwell,AFC Bournemouth,20000000,GB2,2021,8000000.0
409,Abdallah Sima,Stoke City,11000000,GB2,2021,7000000.0
410,Freddie Woodman,AFC Bournemouth,10000000,GB2,2021,6000000.0
411,Freddie Woodman,Swansea City,3000000,GB2,2020,6000000.0
412,Freddie Woodman,Swansea City,500000,GB2,2019,6000000.0
413,Neco Williams,FC Fulham,8000000,GB2,2021,18000000.0
414,Nathaniel Phillips,AFC Bournemouth,8000000,GB2,2021,6000000.0
415,Filip Uremovic,Sheffield United,7000000,GB2,2021,4000000.0
416,Morgan Gibbs-White,Sheffield United,7000000,GB2,2021,25000000.0
417,Morgan Gibbs-White,Swansea City,7000000,GB2,2020,25000000.0
418,Andraz Sporar,FC Middlesbrough,5000000,GB2,2021,5000000.0
419,Hannes Wolf,Swansea City,5000000,GB2,2021,4000000.0
420,Marcus Forss,Hull City,4000000,GB2,2021,3000000.0
421,Marcus Forss,AFC Wimbledon,150000,GB3,2019,3000000.0
422,Andre Gray,Queens Park Rangers,4000000,GB2,2021,2000000.0
423,Tahith Chong,Birmingham City,4000000,GB2,2021,2500000.0
424,Josh Maja,Stoke City,4000000,GB2,2021,4000000.0
425,Folarin Balogun,FC Middlesbrough,4000000,GB2,2021,14000000.0
426,James Léa Siliki,FC Middlesbrough,4000000,GB2,2021,1500000.0
427,James Garner,Nottingham Forest,4000000,GB2,2021,14000000.0
428,James Garner,Nottingham Forest,3000000,GB2,2020,14000000.0
429,James Garner,FC Watford,2000000,GB2,2020,14000000.0
430,Deyovaisio Zeefuik,Blackburn Rovers,3000000,GB2,2021,1500000.0
431,Liam Moore,Stoke City,3000000,GB2,2021,1000000.0
432,Conor Hourihane,Sheffield United,3000000,GB2,2021,1800000.0
433,Conor Hourihane,Swansea City,6000000,GB2,2020,1800000.0
434,Sam McCallum,Queens Park Rangers,3000000,GB2,2021,3000000.0
435,Sam McCallum,Coventry City,750000,GB2,2020,3000000.0
436,Sam McCallum,Coventry City,-,GB3,2019,3000000.0
437,Danny Drinkwater,FC Reading,3000000,GB2,2021,700000.0
438,Allahyar Sayyadmanesh,Hull City,3000000,GB2,2021,4000000.0
439,Robin Olsen,Sheffield United,3000000,GB2,2021,2000000.0
440,Philip Zinckernagel,Nottingham Forest,3000000,GB2,2021,3500000.0
441,Josh Murphy,Preston North End,3000000,GB2,2021,1800000.0
442,Ben Davies,Sheffield United,3000000,GB2,2021,2500000.0
443,Ben Davies,Sheffield United,3000000,GB2,2021,20000000.0
444,Max Lowe,Nottingham Forest,3000000,GB2,2021,2500000.0
445,Sheyi Ojo,FC Millwall,3000000,GB2,2021,2000000.0
446,Sheyi Ojo,Cardiff City,1000000,GB2,2020,2000000.0
447,Leo Östigard,Stoke City,3000000,GB2,2021,7000000.0
448,Leo Östigard,Coventry City,2000000,GB2,2020,7000000.0
449,Matt Clarke,West Bromwich Albion,3000000,GB2,2021,4000000.0
450,Matt Clarke,Derby County,2000000,GB2,2020,4000000.0
451,Matt Clarke,Derby County,200000,GB2,2019,4000000.0
452,Jan Paul van Hecke,Blackburn Rovers,2000000,GB2,2021,5000000.0
453,Onel Hernández,FC Middlesbrough,2000000,GB2,2021,1200000.0
454,Onel Hernández,Birmingham City,1000000,GB2,2021,1200000.0
455,Romaine Sawyers,Stoke City,2000000,GB2,2021,1200000.0
456,Jake Clarke-Salter,Coventry City,2000000,GB2,2021,2500000.0
457,Jake Clarke-Salter,Birmingham City,2000000,GB2,2020,2500000.0
458,Jake Clarke-Salter,Birmingham City,2000000,GB2,2019,2500000.0
459,Djed Spence,Nottingham Forest,2000000,GB2,2021,13000000.0
460,Teden Mengi,Birmingham City,2000000,GB2,2021,2000000.0
461,Teden Mengi,Derby County,1000000,GB2,2020,2000000.0
462,Jordan Hugill,West Bromwich Albion,2000000,GB2,2021,900000.0
463,Jordan Hugill,Cardiff City,1000000,GB2,2021,900000.0
464,Jordan Hugill,Queens Park Rangers,6000000,GB2,2019,900000.0
465,Jordan Hugill,FC Middlesbrough,8000000,GB2,2018,900000.0
466,Amine Bassi,FC Barnsley,1000000,GB2,2021,1000000.0
467,Benik Afobe,FC Millwall,1000000,GB2,2021,1800000.0
468,Benik Afobe,Bristol City,8000000,GB2,2019,1800000.0
469,Benik Afobe,Stoke City,10000000,GB2,2018,1800000.0
470,Luke Freeman,FC Millwall,1000000,GB2,2021,900000.0
471,Luke Freeman,Nottingham Forest,2000000,GB2,2020,900000.0
472,Jordi Osei-Tutu,Nottingham Forest,1000000,GB2,2021,1500000.0
473,Jordi Osei-Tutu,Rotherham United,1000000,GB3,2021,1500000.0
474,Jordi Osei-Tutu,Cardiff City,1000000,GB2,2020,1500000.0
475,Hayden Coulson,Peterborough United,1000000,GB2,2021,850000.0
476,Hayden Coulson,Ipswich Town,1000000,GB3,2021,850000.0
477,Hayden Coulson,Cambridge United,100000,GB4,2018,850000.0
478,Daniel Iversen,Preston North End,1000000,GB2,2021,2000000.0
479,Daniel Iversen,Preston North End,600000,GB2,2020,2000000.0
480,Daniel Iversen,Rotherham United,500000,GB3,2019,2000000.0
481,Daniel Iversen,Oldham Athletic,50000,GB4,2018,2000000.0
482,Matt Smith,Hull City,1000000,GB2,2021,350000.0
483,Matt Smith,Doncaster Rovers,-,GB3,2021,350000.0
484,Matt Smith,Doncaster Rovers,900000,GB3,2020,350000.0
485,Matt Smith,Charlton Athletic,-,GB3,2020,350000.0
486,Matt Smith,Swindon Town,-,GB3,2020,350000.0
487,Matt Smith,Queens Park Rangers,1000000,GB2,2019,350000.0
488,Matt Smith,Charlton Athletic,1000000,GB2,2019,350000.0
489,Tom Ince,FC Reading,1000000,GB2,2021,1500000.0
490,Tom Ince,Luton Town,2000000,GB2,2020,1500000.0
491,Rémy Vita,FC Barnsley,1000000,GB2,2021,800000.0
